billing_code,billing_code_type,billing_code_type_version,description,name,negotiated_rates_count,negotiation_arrangement,negotiated_prices_count,billing_class,expiration_date,negotiated_rate,negotiated_type,service_code,provider_references
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,71.06,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[10045|10046|10061|10082|10085|10087|10098|101|1014|10207|10213|10254|10275|10285|10293|103|10315|10323|10507|10605|10634|10720|10762|10782|10833|10897|10912|10957|10992|11063|11123|11209|1122|11280|11319|11369|11392|11401|11417|11479|11562|11596|11654|11691|11712|11941|12012|12310|12353|12356|12449|12484|12494|12519|12529|12552|12586|12588|127|12741|12761|12772|12798|128|12958|12973|13014|13096|131|13116|13124|13166|13204|1324|1325|13254|13295|13306|13310|13362|13367|13373|13379|13384|13429|13430|13445|13489|13511|13549|13571|13596|13747|13783|13786|13862|13907|1393|1395|13968|14034|14053|14082|14095|1410|14199|1426|14287|1430|14300|1457|1470|1477|14843|15023|15048|15275|15285|15287|15361|15413|15537|15578|1567|15774|15786|15876|15913|1596|1600|16148|162|16264|16340|16473|16498|1653|16543|16550|16696|16734|16747|16758|16768|16796|16850|16858|16940|17006|17015|1706|17131|17142|17166|17168|17191|17200|17239|17295|17313|17370|17389|17407|17422|17432|17472|17496|17522|17587|17660|17676|1778|1787|18020|18024|18068|1809|1817|18170|182|18379|18533|18549|18562|18599|18643|18660|18682|18690|18697|18727|18732|18760|18762|18775|18789|18806|1882|1884|18845|18929|18943|18949|18975|19038|19045|19180|1962|197|1996|20563|206|20614|20719|20791|20837|20848|20866|2090|20962|20981|20988|20992|21035|21065|21146|21205|21352|21392|21397|21411|21438|21457|21460|21490|2156|21656|21660|21670|21740|21764|21829|21830|21901|21935|21949|21952|22067|22198|22203|2226|22319|22334|22350|22359|22588|22608|22660|22713|22716|22726|22768|22779|22875|22877|22929|22933|22962|22974|23019|23056|23157|2330|23345|23359|23502|23510|23515|23524|23575|23720|23732|23735|23884|2392|24050|24157|24164|24168|24174|24177|24202|24253|24295|24301|24336|24466|24658|24667|24828|24981|25003|25085|25153|25155|25215|25265|25289|25293|25353|25400|25721|25735|2587|25911|25926|25943|25989|26055|26317|26404|26452|26456|26536|26571|26589|26649|2666|26662|26741|26770|26804|2685|2695|26976|2705|2708|27177|27180|27277|27366|27375|27420|27539|2755|27595|27601|27633|27651|27700|27756|27759|28060|28125|28141|28234|28293|28353|28365|28412|28445|29|293|2991|30389|30467|30558|30597|30612|30617|30709|30760|3081|30838|30853|30863|30945|30982|31006|31028|31559|31574|3168|31823|31835|31926|3220|32269|32274|32313|32350|32408|32431|32438|32504|3251|32518|32546|32551|32622|32647|32654|32661|32678|3304|3328|3330|3363|3367|3380|3384|3387|3456|3542|3546|3610|3611|36334|36350|36383|36387|36434|36460|36462|36477|36483|36501|36513|3654|36619|3712|3727|3729|37770|3814|3816|38246|38407|38440|38468|3848|3850|3851|3854|38647|3865|3866|38748|38779|38782|38803|38833|38896|38913|38956|39100|39609|39623|39665|40195|40446|40497|40529|40553|40586|40610|40643|40658|40660|40661|40684|40685|40696|40698|40719|40721|40764|40775|4084|40855|40859|40867|40926|40932|40954|4098|40992|41023|41024|41082|41083|41095|41096|41114|41120|41125|41140|41199|41200|41201|41208|4121|41340|41370|41390|41393|41406|41417|41435|41460|41461|41494|41541|41592|41597|41626|41656|41707|41708|41709|41717|41723|41724|41751|41762|41796|4192|41973|41974|41992|41994|42000|42010|42016|42027|42028|4203|42041|42042|42053|42058|42064|42132|42161|42168|42169|42188|42189|42190|42201|42203|42234|42238|42250|42251|42274|42347|42350|4237|42404|42408|42652|42723|43362|43398|4366|4477|4488|4521|4522|4542|4558|4567|457|4606|4625|463|466|4716|4789|4812|4844|4859|4860|4864|4936|4955|5033|5198|5297|5299|5325|5336|5360|5361|538|5396|5490|5511|5706|5759|5762|5799|5807|5934|5935|6023|6030|6085|6200|6205|6275|6368|6395|6416|6456|6457|6549|6614|6623|6642|6661|6744|6760|6868|6873|69|7154|7163|7226|7234|7290|7311|739|74|7444|7450|7468|7477|7533|760|7691|7708|7714|7724|7746|7757|7758|792|7958|7976|7997|8146|8226|8368|8388|8419|8422|8464|8467|8481|8764|8778|8792|8812|8879|8919|8944|8951|9014|9056|9068|9072|9117|9175|936|9375|9402|9424|9468|9507|9527|9614|9647|9699|9756|9823|9851|9899|9928|9950|9979]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,71.54,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[40224|40227|40228]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,73.03,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[12439]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,73.30,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[7861]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,74.19,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[33058]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,74.38,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[37870|37871|37872]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,74.95,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[36770|36772]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,institutional,2024-12-31,75.00,percentage,N/A,[33549]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,institutional,2024-12-31,75.70,percentage,N/A,[29582]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,75.83,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[39544]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,76.91,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[41192]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,77.38,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[37569|37570]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,78.10,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[16960|16961|16962|16963|16964|16965]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,78.17,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[23538|23541|6138|6139|6142|6143]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,78.54,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[34672]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,79.08,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[10977|20405|32630|621|622|6992]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,79.36,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[39163|39245|40021|40288|41894|41896|7096]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,institutional,2024-12-31,80.00,percentage,N/A,[33612|35089|38022|39428|39429]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,80.00,percentage,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[36573|36574|36575|36576]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,80.29,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[2061|2062]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,80.33,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[16670|19579|19580|19581|20019|20020|20021|20022|2368|2369|24972|24973|24974|24975|27600|28275|28276|28277|28278|43158|43166|43182|43184|43197|43202|43211]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,80.33,negotiated,01|03|04|09|11|12|13|14|15|16|17|20|25|32|33|49|50|54|55|57|58|60|62|65|71|72|81|99,[16670|19579|19580|19581|20019|20020|20021|20022|2368|2369|24972|24973|24974|24975|27600|28275|28276|28277|28278|43158|43166|43182|43184|43197|43202|43211|7015|7016|7017|7018|7019]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,80.92,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[6144]
